Order ID,Order Date,Customer ID,Customer Name,City,Region,Segment,Category,Product,Quantity,Cost Price,Unit Price,Discount,Sales,Profit,Payment Method
ORD006732,2025-11-01,,,West Dawnmouth,East,Corporate,Clothing,Product_167,7,321.83,568.1,0.05,3777.86,1525.05,Net Banking
ORD006733,2023-09-19,CUST2908,Jessica Walters,Gonzalesland,North,Corporate,Furniture,Product_14,1,319.07,533.94,0.15,453.85,134.78,Cash
ORD006734,2023-12-31,CUST6382,Kristina Smith,North Lauren,West,Corporate,Electronics,Product_30,2,17.99,30.3,0.05,57.57,21.59,UPI
ORD006735,2026-02-25,CUST9829,Amy Lopez,North Rebeccaburgh,South,Corporate,Clothing,Product_170,5,150.73,299.0,0.3,1046.5,292.85,Card
ORD006736,2025-02-18,CUST8929,Mrs. Julie Murphy,Jennifermouth,West,Consumer,Office Supplies,Product_172,5,195.32,247.67,0.0,1238.35,261.75,Card
ORD006737,99-99-9999,CUST2097,John Gonzalez,West Randyside,North,Corporate,Furniture,Product_187,1,450.05,520.61,0.3,364.43,-85.62,Net Banking
ORD006738,2024-04-19,CUST2449,Jennifer Wilson,Lake Jillton,West,Home Office,Clothing,Product_152,3,176.52,387.32,0.2,929.57,400.01,Cash
ORD006739,2026-01-09,CUST6381,Francisco Daniels,Jamesland,East,Consumer,Sports,Product_49,3,5.5,9.17,0.2,22.01,5.51,Cash
ORD006740,2024-02-08,CUST4122,Connie Walker,East Mary,West,Home Office,Electronics,Product_62,1,141.45,192.04,0.1,172.84,31.39,UPI
ORD006741,2025-12-12,CUST4358,Tina Torres,Hillport,South,Corporate,Furniture,Product_88,7,184.81,326.66,0.1,2057.96,764.29,Cash
ORD006742,2024-09-14,CUST8921,Margaret Callahan,,East,Consumer,Clothing,Product_37,5,335.42,651.51,0.05,3094.67,1417.57,Net Banking
ORD006743,2025-09-26,CUST1344,Phillip Oneill,Tammybury,East,Home Office,Sports,Product_83,1,321.06,631.57,0.3,442.1,121.04,Card
ORD006744,2025-09-08,CUST2590,Elizabeth Taylor,Kaitlynview,East,Home Office,Clothing,Product_18,7,218.82,339.13,0.05,2255.21,723.47,Net Banking
ORD006745,2023-10-14,CUST5454,Jared Jackson,Collinsmouth,SOUTH,Consumer,Office Supplies,Product_33,5,334.24,612.49,0.1,2756.2,1085.0,Net Banking
ORD006746,2024-11-21,CUST7723,Cory Medina,Skinnerside,South,Corporate,Furniture,Product_121,4,328.37,702.61,0.2,2248.35,934.87,UPI
ORD006747,2026-04-16,CUST8743,Barbara Richardson,New Karenmouth,North,Consumer,Office Supplies,Product_65,4,157.92,317.8,0.1,1144.08,512.4,Card
ORD006748,2024-11-01,CUST3093,Cameron Martin,West Paul,South,Consumer,Office Supplies,Product_187,3,165.99,228.13,0.15,581.73,83.76,Card
ORD006749,2024-03-24,,,Jessicatown,South,Corporate,Clothing,Product_145,1,345.05,729.55,0.2,583.64,238.59,Net Banking
ORD006750,2025-07-09,CUST3735,Jillian Nash,Kathyfurt,East,Consumer,Office Supplies,Product_25,1,402.51,607.99,0.0,607.99,205.48,Card
ORD006751,2023-12-22,CUST5866,Bobby Sosa,Lake Julie,East,Corporate,Electronics,Product_109,4,327.2,364.58,0.05,1385.4,76.6,Net Banking
ORD006752,2026-03-24,CUST4654,Mario Duncan,Lake Morgan,West,Consumer,Electronics,Product_126,7,365.37,628.46,0.05,4179.26,1621.67,Net Banking
ORD006753,2023-08-21,CUST3567,Priscilla Thompson,West Mikeview,North,Consumer,Furniture,Product_93,4,136.82,-50.0,0.3,798.48,251.2,Cash
ORD006754,2025-11-04,CUST2590,Courtney Peters,New Stephenhaven,SOUTH,Corporate,Sports,Product_97,4,12.9,14.37,0.15,48.86,-2.74,
ORD006755,2023-11-09,CUST1752,Kevin Johnson,West Lawrence,West,Corporate,Furniture,Product_23,5,356.35,781.25,0.0,3906.25,2124.5,UPI
ORD006756,2023-09-17,CUST9858,Michael Gonzalez,Manningchester,East,Consumer,Electronics,Product_70,3,262.87,448.84,0.05,1279.19,490.58,Cash
ORD006757,2024-03-22,CUST3337,Cathy Charles,Coxborough,North,Consumer,Clothing,Product_136,1,351.8,685.48,0.2,548.38,196.58,Cash
ORD006758,2026-04-12,CUST9024,Carol Bond,,East,Corporate,Office Supplies,Product_130,1,143.02,300.91,0.1,270.82,127.8,Net Banking
ORD006759,2025-02-05,CUST3056,Morgan Jones,Lambmouth,West,Home Office,Clothing,Product_167,7,5.5,8.47,0.15,50.4,11.9,Cash
ORD006760,2026-01-01,CUST7796,Sean Rice,Lake Donnashire,North,Consumer,Furniture,Product_17,2,378.66,526.9,0.1,948.42,191.1,Net Banking
ORD006761,2023-08-14,CUST9558,John Blair,Blackstad,West,Consumer,Office Supplies,Product_50,6,417.49,650.82,0.15,3319.18,814.24,Net Banking
ORD006762,2025-06-21,CUST4131,Cindy Lewis,Stephaniebury,East,Corporate,Clothing,Product_144,5,229.05,352.87,0.3,1235.04,89.79,Card
ORD006763,2026-02-19,CUST2979,Lisa Harvey,Lake Samuel,North,Corporate,Clothing,Product_194,4,448.69,863.58,0.1,3108.89,1314.13,Cash
ORD006764,2026-01-21,CUST6261,Diane French,Kevinfurt,North,Home Office,Clothing,Product_134,3,415.58,687.54,0.15,1753.23,506.49,UPI
ORD006765,2025-11-27,CUST5631,Brian Sanchez,East Adam,South,Consumer,Furniture,Product_72,5,472.08,573.61,0.3,2007.64,-352.76,NET BANKING
ORD006766,2023-12-05,CUST7121,Megan Christensen,West Adamburgh,North,Home Office,Electronics,Product_115,6,215.26,426.88,0.1,2305.15,1013.59,Card
ORD006767,2026-04-12,CUST2089,Dennis Dunn,Lake Cody,West,Corporate,Sports,Product_189,7,324.94,369.64,0.2,2069.98,-204.6,Cash
ORD006768,2026-01-08,,,Mcintyrebury,North,Corporate,Electronics,Product_146,4,438.02,711.27,0.15,2418.32,666.24,Cash
ORD006769,2023-06-21,CUST8853,Maureen Fernandez,Millermouth,West,Corporate,Electronics,Product_47,2,241.86,475.52,0.1,855.94,372.22,UPI
ORD006770,2024-05-26,CUST2691,Hailey Black,Sarabury,West,Home Office,Furniture,Product_182,3,260.12,384.39,0.15,980.19,199.83,UPI
ORD006771,2025-12-10,,,Pamelaton,North,Home Office,Electronics,Product_45,7,208.34,406.73,0.3,1992.98,534.6,Net Banking
ORD006772,2025-03-29,CUST5637,Steve Hoover,Lake Christopher,south,Consumer,Electronics,Product_7,2,448.18,816.76,0.2,1306.82,410.46,Cash
ORD006773,2026-03-03,,,Valenciabury,East,Home Office,Furniture,Product_198,2,326.08,420.27,0.1,756.49,104.33, card
ORD006774,2024-04-26,CUST2993,Helen Washington,Ritterburgh,North,Corporate,Furniture,Product_135,3,477.65,1047.94,0.05,2986.63,1553.68,Net Banking
ORD006775,2025-05-11,CUST5842,Keith Hunter,Marissaland,South,Home Office,Sports,Product_147,3,149.15,200.37,0.0,601.11,153.66,Card
ORD006776,2024-03-09,CUST9350,Rhonda Hartman,North Bonnie,South,Corporate,Sports,Product_129,2,474.17,870.1,0.1,1566.18,617.84,
ORD006777,2025-07-28,CUST3324,Jessica Blair,Wilsonmouth,North,Consumer,Furniture,Product_57,6,448.03,565.21,0.15,2882.57,194.39,Card
ORD006778,2024-06-03,CUST4571,Robert Calderon,Sarahaven,West,Home Office,Clothing,Product_141,5,6.89,8.26,0.3,28.91,-5.54,Cash
ORD006779,2023-11-20,CUST5100,Ethan Phillips,Wagnerbury,West,Home Office,Sports,Product_178,5,378.68,661.12,0.0,3305.6,1412.2,UPI
ORD006780,2025-05-18,CUST7793,Julia Garcia,New Amy,,Consumer,Clothing,Product_44,3,435.21,512.93,0.15,1307.97,2.34,Cash
ORD006781,2023-07-10,CUST8041,Kevin Jones,Bobbyburgh,East,Home Office,Office Supplies,Product_130,3,466.46,518.42,0.2,1244.21,-155.17,UPI
ORD006782,2024-11-04,CUST5311,Sheena Allen,West Nancychester,North,Consumer,Furniture,Product_171,5,7.03,10.02,0.0,50.1,14.95,Card
ORD006783,2025-11-05,CUST8617,Jorge Sims,Susanborough,West,Consumer,Electronics,Product_20,6,315.96,563.86,0.1,3044.84,1149.08,Card
ORD006784,2024-09-16,CUST2121,Joseph Franklin,Burtonchester,North,Corporate,Office Supplies,Product_134,4,110.24,226.48,0.1,815.33,374.37,Cash
ORD006785,2023-09-24,CUST8903,Holly Short,North Jaybury,south,Consumer,Sports,Product_46,6,129.67,198.2,0.05,1129.74,351.72,Card
ORD006786,2023-09-12,CUST3095,Abigail Lopez,West Patrick,East,Home Office,Furniture,Product_191,5,486.48,978.07,0.15,4156.8,1724.4,Card
ORD006787,2023-12-20,CUST4281,Samantha Davis,Barbarachester,West,Corporate,Sports,Product_41,3,71.09,131.1,0.1,353.97,140.7,UPI
ORD006788,2025-03-17,CUST1751,John Smith,Estradatown,North,Corporate,Furniture,Product_169,4,216.72,465.32,0.3,1302.9,436.02,Cash
ORD006789,2023-06-26,CUST3848,Mr. Thomas Hardy Jr.,,West,Corporate,Sports,Product_83,2,216.73,319.4,0.1,574.92,141.46,UPI
ORD006790,2025-07-22,CUST5416,Lisa Conrad,East Amanda,South,Consumer,Office Supplies,Product_111,2,360.0,414.04,0.3,579.66,-140.34,UPI
ORD006791,2024-12-10,CUST1471,Andre Williams,Christensenberg,West,Home Office,Furniture,Product_111,7,482.05,621.92,0.15,3700.42,326.07,
ORD006792,2023-08-09,CUST8992,Barry Roth,Floresstad,East,Consumer,Sports,Product_124,3,289.54,563.16,0.1,1520.53,651.91,UPI
ORD006793,2025-09-21,CUST9728,Christopher Hatfield,Nelsonville,south,Consumer,Sports,Product_109,5,405.35,628.51,0.0,3142.55,1115.8,UPI
ORD006794,2026-05-29,CUST7090,Dawn Moore,South Jonathanview,,Consumer,Furniture,Product_138,6,370.87,579.66,0.05,3304.06,1078.84,Cash
ORD006795,2023-07-11,CUST8035,Heather Wilson,North Coryfurt,North,Consumer,Office Supplies,Product_8,3,30.91,40.55,0.1,109.48,16.75,Card
ORD006796,2024-07-16,CUST5619,Nicole Holmes,New Brandon,East,Home Office,Furniture,Product_140,5,89.54,194.25,0.05,922.69,474.99,Cash
ORD006797,2025-10-08,CUST7905,Jessica Ruiz,Danielbury,North,Home Office,Electronics,Product_77,3,483.31,670.48,0.05,1910.87,460.94,Card
ORD006798,2025-05-18,CUST9616,Brian Ferguson,,West,Consumer,Clothing,Product_145,6,248.35,363.59,0.15,1854.31,364.21,Card
ORD006799,2023-12-21,CUST1951,Mr. Larry Craig,West Shelly,West,Consumer,Furniture,Product_178,1,289.94,324.03,0.0,324.03,34.09,Net Banking
ORD006800,2023-08-28,CUST6461,Samantha Barr,New Thomasview,West,Corporate,Office Supplies,Product_193,7,316.3,527.41,0.2,2953.5,739.4,NET BANKING
ORD006801,2024-12-29,CUST9713,Douglas Hernandez Jr.,East Wesleystad,South,Home Office,Clothing,Product_107,4,377.29,603.65,0.1,2173.14,663.98,Cash
ORD006802,2025-08-16,CUST9414,Michelle Johnson,Port Patrickborough,South,Corporate,Sports,Product_172,5,132.0,275.1,0.15,1169.18,509.18,Card
ORD006803,2025-02-05,CUST3360,Elizabeth Mclaughlin,New Alejandroville,East,Corporate,Electronics,Product_183,6,67.14,84.59,0.1,456.79,53.95,Net Banking
ORD006804,2023-11-04,CUST7311,Timothy Martin,Lake Johnberg,South,Corporate,Office Supplies,Product_60,4,235.44,300.64,0.1,1082.3,140.54,Cash
ORD006805,2024-08-04,CUST8261,Steven Martin,East Christopherview,West,Corporate,Office Supplies,Product_180,6,279.64,387.51,0.1,2092.55,414.71,Card
ORD006806,2024-02-14,CUST8626,Brent Davis,Port Sheryl,East,Corporate,Clothing,Product_143,6,458.84,834.2,0.05,4754.94,2001.9,
ORD006807,2025-02-26,CUST3779,Andrea Farley,South Karenside,South,Corporate,Office Supplies,Product_17,7,308.84,633.97,0.1,3994.01,1832.13,UPI
ORD006808,2025-08-04,CUST1109,Tanya Price,Alvarezville,West,Home Office,Sports,Product_167,5,70.98,101.08,0.3,353.78,-1.12,Card
ORD006809,2024-03-21,,,Danielmouth,South,Corporate,Clothing,Product_3,3,85.14,96.95,0.05,276.31,20.89,Card
ORD006810,2025-07-27,CUST4490,Eugene Jackson,Richardburgh,East,Consumer,Clothing,Product_76,6,415.63,743.1,0.2,3566.88,1073.1,UPI
ORD006811,2026-02-22,,,South Brettside,East,Consumer,Sports,Product_139,4,284.28,377.37,0.1,1358.53,221.41,Card
ORD006812,2024-03-10,CUST1027,Nancy Jones,Lake Rodneyshire,North,Consumer,Office Supplies,Product_38,5,73.43,86.16,0.15,366.18,-0.97,Card
ORD006813,2025-06-15,CUST6533,Robert Robinson PhD,Maryside,North,Corporate,Office Supplies,Product_83,1,42.33,73.6,0.3,51.52,9.19,Card
ORD006814,2024-09-18,CUST3759,Ashley Wiley,Kevinbury,North,Consumer,Electronics,Product_139,1,477.11,606.08,0.2,484.86,7.75,UPI
ORD006815,2024-02-28,CUST1100,Mark Smith MD,,South,Home Office,Sports,Product_153,5,156.48,285.01,0.1,1282.54,500.14,UPI
ORD006816,2025-12-11,CUST5335,Ryan Butler,Adamsstad,North,Corporate,Furniture,Product_156,7,277.17,396.59,0.2,2220.9,280.71,UPI
ORD006817,2026-05-01,CUST1644,Anna Adams,South Robertshire,North,Consumer,Office Supplies,Product_185,6,106.48,146.73,0.0,880.38,241.5,UPI
ORD006818,2023-10-15,CUST9418,Kathryn Phillips,Johnfurt,North,Consumer,Furniture,Product_36,4,349.45,605.14,0.1,2178.5,780.7,Card
ORD006819,2025-05-12,CUST1259,Matthew Montoya,Scottburgh,East,Corporate,Office Supplies,Product_46,2,369.69,693.56,0.1,1248.41,509.03,Card
ORD006820,2025-08-21,CUST6666,Marissa Anderson,South Thomas,East,Corporate,Sports,Product_23,3,268.04,334.44,0.15,852.82,48.7,Card
ORD006821,2025-02-21,CUST2163,Larry Hodges,Kennethshire,North,Home Office,Clothing,Product_111,6,390.58,586.22,0.05,3341.45,997.97,Net Banking
ORD006822,2025-01-13,CUST4686,Tracey Vazquez,Port Kathleen,North,Consumer,Electronics,Product_172,3,413.43,658.26,0.2,1579.82,339.53,Cash
ORD006823,2025-09-28,,,Port Tylerton,East,Corporate,Office Supplies,Product_196,6,196.57,237.97,0.0,1427.82,248.4,Net Banking
ORD006824,2023-11-25,CUST5726,George Farmer,North Christina,East,Consumer,Sports,Product_154,1,319.19,519.49,0.1,467.54,148.35,Cash
ORD006825,2026-03-06,CUST8891,Antonio Rodriguez,,East,Consumer,Furniture,Product_91,1,253.11,297.23,0.15,252.65,-0.46,UPI
ORD006826,2026-03-08,CUST6786,Samantha Salinas,Paulabury,West,Corporate,Office Supplies,Product_52,1,456.62,874.88,0.3,612.42,155.8,UPI
ORD006827,2025-04-23,CUST8497,William Gonzalez,Kylefurt,East,Corporate,Office Supplies,Product_190,2,294.53,450.48,0.0,900.96,311.9,UPI
ORD006828,2024/15/01,CUST5056,Marcia Galloway,Amystad,North,Consumer,Electronics,Product_30,6,131.0,180.13,0.0,1080.78,294.78,UPI
ORD006829,2025-05-20,CUST7047,Stacy Grant,East Judymouth,North,Corporate,Office Supplies,Product_15,4,389.57,850.57,0.3,2381.6,823.32,Net Banking
ORD006830,2025-09-06,CUST5621,Alexis Holden,Robertchester,North,Corporate,Clothing,Product_198,7,239.0,315.45,0.2,1766.52,93.52,Cash
ORD006831,2025-06-19,CUST3789,Robert Gonzalez,,South,Consumer,Furniture,Product_57,5,422.48,632.42,0.15,2687.78,575.38,Card
ORD006832,2026-02-17,CUST6652,Matthew Sharp,Joannberg,East,Consumer,Furniture,Product_117,7,45.18,96.78,0.3,474.22,157.96,Cash
ORD006833,2025-08-14,CUST5966,Steven Tucker,South Peggy,South,Home Office,Sports,Product_156,4,224.28,433.01,0.2,1385.63,488.51,UPI
ORD006834,2023-12-08,CUST1942,Bobby Luna,Reedshire,West,Consumer,Clothing,Product_125,1,13.66,28.84,0.2,23.07,9.41,
ORD006835,2024-02-11,CUST4624,Kristina Fischer,East Nathanieltown,East,Consumer,Office Supplies,Product_43,7,390.25,608.51,0.1,3833.61,1101.86,UPI
ORD006836,2023-11-19,CUST5503,Haley Henderson,East Adam,West,Corporate,Furniture,Product_174,3,177.94,295.65,0.05,842.6,308.78,UPI
ORD006837,2024-07-05,CUST1869,Patricia Byrd,Jefferyborough,South,Corporate,Clothing,Product_137,5,308.96,590.1,0.3,2065.35,520.55,Net Banking
ORD006838,2026-05-26,CUST6937,Brooke White,Dustinville,West,Consumer,Electronics,Product_126,3,267.63,507.63,0.05,1446.75,643.86,Cash
ORD006839,2025-04-03,CUST5784,Cassandra Crawford,Veronicamouth,West,Consumer,Electronics,Product_191,3,334.35,626.49,0.0,1879.47,876.42,Net Banking
ORD006840,2023-12-05,CUST6697,Laurie Brown,Curryton,,Home Office,Furniture,Product_104,2,349.9,473.45,0.05,899.56,199.76,Cash
ORD006841,2024-06-08,CUST1518,Phillip Villarreal,Richardstad,West,Consumer,Office Supplies,Product_12,2,209.6,292.0,0.0,584.0,164.8,Net Banking
ORD006842,2025-12-13,CUST7052,Cristina Small,Port Jenniferhaven,,Consumer,Sports,Product_35,1,211.87,370.57,0.0,370.57,158.7,UPI
ORD006843,2024-08-27,CUST1431,Wayne Smith,West Samuel,West,Consumer,Electronics,Product_47,6,307.37,551.02,0.05,3140.81,1296.59,Card
ORD006844,2025-04-01,CUST5431,Lance Watkins,North Branditown,South,Home Office,Furniture,Product_32,7,147.63,312.62,0.15,1860.09,826.68,Card
ORD006845,2026-05-30,CUST4948,Alexis Martinez,Davehaven,West,Corporate,Office Supplies,Product_95,7,117.25,168.63,0.05,1121.39,300.64,Card
ORD006846,2023-12-20,CUST6387,Fernando Rodriguez,West Daniel,West,Consumer,Clothing,Product_174,1,347.02,711.35,0.05,675.78,328.76,Cash
ORD006847,2025-01-05,CUST5500,Robert Gallagher,Bushchester,South,Corporate,Clothing,Product_48,6,335.55,652.29,0.05,3718.05,1704.75,UPI
ORD006848,2026-04-18,,,Leahberg,West,Corporate,Furniture,Product_169,3,205.39,243.11,0.05,692.86,76.69,Cash
ORD006849,2026-05-29,CUST5203,Jonathan Hudson,Toddmouth,West,Corporate,Clothing,Product_25,1,54.95,85.54,0.2,68.43,13.48,Net Banking
ORD006850,2024-04-02,CUST6640,Eric Rice,South Williamfort,East,Home Office,Sports,Product_69,5,341.94,546.54,0.3,1912.89,203.19,Card
ORD006851,2025-01-23,CUST4227,Lee Patrick,East Ashleeville,West,Home Office,Clothing,Product_168,5,225.69,348.0,0.0,1740.0,611.55,Net Banking
ORD006852,2023-11-15,,,New Jerrymouth,North,Home Office,Electronics,Product_151,2,153.24,173.15,0.3,242.41,-64.07,Cash
ORD006853,2025-05-26,CUST4107,Anthony Ball,Patelhaven,South,Consumer,Sports,Product_156,1,475.27,950.31,0.15,807.76,332.49,Card
ORD006854,2023-07-22,CUST3126,Adam Foster,Lake Emily,SOUTH,Consumer,Clothing,Product_19,7,316.84,584.36,0.3,2863.36,645.48,Card
ORD006855,2023-10-08,CUST1707,Douglas Lewis,Gayburgh,South,Home Office,Sports,Product_56,2,255.7,433.73,0.2,693.97,182.57,UPI
ORD006856,2026-05-06,CUST2098,Mark Thompson,North David,East,Home Office,Electronics,Product_67,2,195.98,341.83,0.0,683.66,291.7,Card
ORD006857,2023-11-21,CUST7647,Michael Briggs,Patriciamouth,West,Corporate,Furniture,Product_29,4,345.84,747.55,0.1,2691.18,1307.82,Net Banking
ORD006858,2024-08-07,CUST6791,Brandon Bennett,North Stephanie,north,Corporate,Electronics,Product_184,7,432.07,851.6,0.1,5365.08,2340.59,Net Banking
ORD006859,2023-09-06,CUST5148,Gina Snyder,Bakerborough,South,Consumer,Furniture,Product_189,7,371.45,652.1,0.1,4108.23,1508.08,UPI
ORD006860,2025-03-17,CUST8315,Kristin Quinn,Ryanbury,SOUTH,Corporate,Sports,Product_31,2,379.81,761.48,0.15,1294.52,534.9,Card
ORD006861,2025-01-10,CUST5536,Heather Smith,Swansontown,West,Corporate,Electronics,Product_89,2,34.07,54.5,0.0,109.0,40.86,Card
ORD006862,2024-04-22,CUST4793,Anthony Hill,North Michelle,,Consumer,Electronics,Product_58,3,106.79,138.83,0.05,395.67,75.3,Cash
ORD006863,2024-07-29,CUST6930,Donna Anderson,West Daniel,West,Consumer,Furniture,Product_82,2,417.06,592.88,0.0,1185.76,351.64,Net Banking
ORD006864,2025-04-12,CUST8754,Miss Linda Moore,,North,Corporate,Office Supplies,Product_76,6,402.63,851.83,0.2,4088.78,1673.0,Cash
ORD006865,2025-08-30,CUST6796,Jeremy Smith,Port Danielbury,North,Consumer,Office Supplies,Product_100,3,129.29,205.7,0.1,555.39,167.52, card
ORD006866,2025-03-08,CUST5760,Mary Barrett,Jenniferside,West,Consumer,Office Supplies,Product_86,6,333.7,701.1,0.3,2944.62,942.42,Net Banking
ORD006867,2025-01-16,CUST3466,Gabriel Willis,South Michelleland,South,Consumer,Clothing,Product_198,4,342.25,511.33,0.3,1431.72,62.72,Net Banking
ORD006868,2025-04-04,CUST7737,Adam Crawford,East David,SOUTH,Home Office,Furniture,Product_173,5,241.29,371.67,0.2,1486.68,280.23,Net Banking
ORD006869,2023-07-14,CUST1893,Thomas Snyder,Lake Anita,North,Home Office,Clothing,Product_126,7,304.46,532.19,0.05,3539.06,1407.84,UPI
ORD006870,2025-10-29,CUST3527,Joseph Kramer,Harrisonstad,South,Corporate,Sports,Product_110,2,187.22,242.27,0.05,460.31,85.87,UPI
ORD006871,2025-10-11,CUST4833,Michael Hamilton,South Jeffreymouth,East,Consumer,Sports,Product_164,3,132.08,278.67,0.05,794.21,397.97,UPI
ORD006872,2026-04-22,CUST7839,Robert Jones,Michaelton,North,Consumer,Sports,Product_79,3,221.88,333.24,0.15,849.76,184.12,Cash
ORD006873,2026-02-15,CUST2773,Allen Hanson,West Alan,West,Corporate,Office Supplies,Product_165,2,456.66,565.56,0.1,1018.01,104.69,Cash
ORD006874,2025-04-24,CUST5764,William Bernard,New Bryanberg,North,Consumer,Sports,Product_3,7,164.65,357.32,0.05,2376.18,1223.63,UPI
ORD006875,2023-08-13,CUST6350,John Costa,Alvarezbury,South,Consumer,Office Supplies,Product_176,7,480.04,716.98,0.0,5018.86,1658.58,UPI
ORD006876,2024-07-10,CUST6461,Brett Quinn,East Jamesfort,West,Consumer,Sports,Product_77,7,199.69,247.94,0.1,1562.02,164.19,Net Banking
ORD006877,2025-12-24,CUST7751,Brian Arnold,Amystad,North,Consumer,Office Supplies,Product_120,6,257.46,308.7,0.3,1296.54,-248.22,Net Banking
ORD006878,2024-01-28,CUST7018,Michele Peterson,West Ashleyborough,North,Home Office,Furniture,Product_48,6,295.49,450.54,0.05,2568.08,795.14,UPI
ORD006879,2026-04-18,CUST3031,Michael Hernandez,Port David,West,Corporate,Office Supplies,Product_97,1,253.42,354.39,0.1,318.95,65.53,UPI
ORD006880,2025-08-05,CUST4707,Daniel Miller,South Antonio,North,Corporate,Office Supplies,Product_188,2,493.11,731.45,0.1,1316.61,330.39,Cash
ORD006881,2024-10-18,CUST8662,Ruth King,North Michael,East,Home Office,Electronics,Product_106,7,288.22,388.73,0.2,2176.89,159.35,Cash
ORD006882,2023-08-06,CUST3301,Darlene Ibarra,Morganport,North,Consumer,Electronics,Product_59,4,16.21,27.33,0.1,98.39,33.55,Card
ORD006883,2025-08-03,CUST7573,Gary Smith,Josephside,South,Home Office,Sports,Product_161,2,299.38,425.0,0.0,850.0,251.24,
ORD006884,2023-09-28,CUST6794,Valerie James,Phillipfort,South,Home Office,Furniture,Product_119,4,155.46,239.99,0.2,767.97,146.13,UPI
ORD006885,2025-01-28,CUST2724,Lauren Weiss,Mikaylaville,East,Consumer,Furniture,Product_186,7,110.79,134.89,0.0,944.23,168.7,Card
ORD006886,2024-10-16,CUST1803,Brendan West,,East,Home Office,Furniture,Product_178,5,357.79,478.32,0.3,1674.12,-114.83,Net Banking
ORD006887,2024-09-18,CUST5721,Matthew Smith,Wesleymouth,East,Corporate,Office Supplies,Product_132,2,124.41,195.42,0.15,332.21,83.39,UPI
ORD006888,2025-05-20,CUST4648,Abigail Robinson,Williamberg,East,Consumer,Clothing,Product_165,1,270.77,317.29,0.05,301.43,30.66,UPI
ORD006889,2024-12-26,CUST3486,Brandi Smith,,West,Home Office,Electronics,Product_77,2,272.5,333.93,0.05,634.47,89.47,
ORD006890,2026-05-05,CUST5043,Gloria Zavala,North Brianna,North,Consumer,Clothing,Product_162,4,315.74,563.39,0.3,1577.49,314.53,Cash
ORD006891,2024-10-10,CUST4520,Timothy Henderson,Port Ryanport,South,Consumer,Electronics,Product_12,2,178.1,320.91,0.3,449.27,93.07,Card
ORD006892,2024-10-17,CUST9087,Henry House,Davidport,West,Home Office,Sports,Product_157,2,61.77,89.79,0.05,170.6,47.06,Cash
ORD006893,2025-06-02,CUST7439,Joann Riley,Lake Patrickview,South,Corporate,Electronics,Product_113,7,365.59,655.04,0.15,3897.49,1338.36,Cash
ORD006894,2025-07-07,,,Lake Daniel,north,Home Office,Clothing,Product_28,1,385.8,633.82,0.0,633.82,248.02,Cash
ORD006895,2025-03-03,CUST3528,Sean Perry,Port Lynn,West,Corporate,Clothing,Product_126,5,469.02,583.57,0.05,2771.96,426.86,Cash
ORD006896,2025-08-23,CUST3533,Gina Pearson,Thompsonmouth,,Home Office,Clothing,Product_114,3,193.84,284.17,0.3,596.76,15.24,UPI
ORD006897,2023-10-08,,,Meyershaven,East,Consumer,Sports,Product_126,1,490.04,1071.87,0.05,1018.28,528.24,Cash
ORD006898,2024-08-23,CUST4489,Brandon Schmidt,Andrewchester,North,Corporate,Clothing,Product_148,1,473.93,543.49,0.15,461.97,-11.96,Card
ORD006899,2025-12-29,CUST1815,Eric Jones PhD,New Nicole,WEST,Home Office,Sports,Product_90,2,169.77,369.52,0.2,591.23,251.69,UPI
ORD006900,2025-02-23,CUST3239,Brenda Phillips,Williamfurt,East,Corporate,Clothing,Product_96,7,431.44,791.78,0.3,3879.72,859.64,
ORD006901,2026-04-13,CUST5074,Mary Johnson,West Christophermouth,WEST,Consumer,Clothing,Product_22,3,50.27,102.48,0.15,261.32,110.51,Card
ORD006902,2026-03-16,CUST5440,Timothy Wilson,Jacobtown,West,Consumer,Furniture,Product_109,6,254.14,532.61,0.1,2876.09,1351.25,Net Banking
ORD006903,2024-10-02,CUST1954,Michael Cannon,,East,Consumer,Furniture,Product_121,2,161.79,272.09,0.2,435.34,111.76,Cash
ORD006904,2026-03-01,CUST6759,Erik Davis,Jenniferport,,Home Office,Office Supplies,Product_172,2,208.34,297.23,0.2,475.57,58.89,Cash
ORD006905,2025-12-31,CUST5270,Brian Smith,New Richardberg,West,Consumer,Clothing,Product_129,6,241.3,284.83,0.3,1196.29,-251.51,Card
ORD006906,2024-07-23,CUST1697,Colleen Boyd,Port Arthur,East,Corporate,Clothing,Product_141,7,442.94,552.95,0.2,3096.52,-4.06, card
ORD006907,2025-04-10,CUST8155,Jorge Jackson,,East,Home Office,Office Supplies,Product_40,7,89.63,163.53,0.05,1087.47,460.06,UPI
ORD006908,2024-03-23,CUST5879,Donald Young,East Nancyton,West,Consumer,Sports,Product_37,7,316.28,589.43,0.2,3300.81,1086.85,Cash
ORD006909,2024-02-22,CUST4032,Phyllis Whitaker,Lake Jefferyberg,South,Home Office,Furniture,Product_1,5,59.83,91.78,0.15,390.06,90.91,UPI
ORD006910,2025-02-24,CUST9322,Brandon Johnson,,East,Home Office,Clothing,Product_56,4,159.85,178.43,0.15,606.66,-32.74,Net Banking
ORD006911,2024-01-05,CUST9878,Ashley Elliott,North Tiffany,West,Consumer,Clothing,Product_76,6,329.71,619.17,0.15,3157.77,1179.51,Cash
